Table 1
,,,,,,,,,,,,,,
,Date,FTSE 100,Date,FTSE-All Share,Date,Gold ,Date,GBP Currency,Date,10 year Britain Bond,Date,3 Month British Bond,,
,,,2/16/2005,2533.3,8/29/2005,243.2,8/30/2005,1.7866,2005-02-16,4.5970,,,,
,,,2/15/2005,2539.06,8/26/2005,243.14,8/29/2005,1.7965,2005-02-15,4.5870,,,,
,,,2/14/2005,2532.41,8/25/2005,243.28,8/26/2005,1.8002,2005-02-14,4.5790,,,,
,,,2/11/2005,2533.32,8/24/2005,243.01,8/25/2005,1.8033,2005-02-11,4.5340,,,,
,,,2/10/2005,2513.62,8/23/2005,243.77,8/24/2005,1.8011,2005-02-10,4.5070,,,,
,,,2/9/2005,2509.71,8/22/2005,243.43,8/23/2005,1.8017,2005-02-09,4.4890,,,,
,,,2/8/2005,2512.05,8/19/2005,243.06,8/22/2005,1.8001,2005-02-08,4.4970,,,,
,,,2/7/2005,2503.39,8/18/2005,244.92,8/19/2005,1.795,2005-02-07,4.5040,,,,
,,,2/4/2005,2485.91,8/17/2005,243.7,8/18/2005,1.7953,2005-02-04,4.5240,,,,
,,,2/3/2005,2470.44,8/16/2005,246.31,8/17/2005,1.806,2005-02-03,4.6070,,,,
,,,2/2/2005,2473.04,8/15/2005,244.12,8/16/2005,1.8113,2005-02-02,4.5930,,,,
,,,2/1/2005,2466.81,8/12/2005,245.99,8/15/2005,1.8116,2005-02-01,4.5890,,,,
,,,1/31/2005,2441.22,8/11/2005,246.2,8/12/2005,1.8147,2005-01-31,4.6060,,,,
,,,1/28/2005,2430.05,8/10/2005,243.79,8/11/2005,1.8109,2005-01-28,4.6060,,,,
,,,1/27/2005,2438.37,8/9/2005,243.26,8/10/2005,1.795,2005-01-27,4.6320,,,,
,,,1/26/2005,2435.72,8/8/2005,243.74,8/9/2005,1.7874,2005-01-26,4.5990,,,,
,,,1/25/2005,2433.21,8/5/2005,245.77,8/8/2005,1.7847,2005-01-25,4.5870,,,,
,,,1/24/2005,2419.12,8/4/2005,245.76,8/5/2005,1.7793,2005-01-24,4.5940,,,,
,,,1/21/2005,2416.28,8/3/2005,245.7,8/4/2005,1.7806,2005-01-21,4.6020,,,,
,,,1/20/2005,2415.2,8/2/2005,244.13,8/3/2005,1.7778,2005-01-20,4.6060,,,,
,,,1/19/2005,2422.06,8/1/2005,244.49,8/2/2005,1.7709,2005-01-19,4.5680,,,,
,,,1/18/2005,2422.45,7/29/2005,244.5,8/1/2005,1.7681,2005-01-18,4.5480,,,,
,,,1/17/2005,2432.54,7/28/2005,243.74,7/29/2005,1.7579,2005-01-17,4.4900,,,,
,,,1/14/2005,2420.23,7/27/2005,243.79,7/28/2005,1.7561,2005-01-14,4.4960,,,,
,,,1/13/2005,2410.15,7/26/2005,243.73,7/27/2005,1.7446,2005-01-13,4.4880,,,,
,,,1/12/2005,2400.92,7/25/2005,243.91,7/26/2005,1.7376,2005-01-12,4.5240,,,,
,,,1/11/2005,2414.26,7/22/2005,244.41,7/25/2005,1.7459,2005-01-11,4.5150,,,,
,,,1/10/2005,2423.53,7/21/2005,243.06,7/22/2005,1.7389,2005-01-10,4.5070,,,,
,,,1/7/2005,2429.23,7/20/2005,243.44,7/21/2005,1.7517,2005-01-07,4.5150,,,,
,,,1/6/2005,2414.5,7/19/2005,241.38,7/20/2005,1.7377,2005-01-06,4.5210,,,,
,,,1/5/2005,2406.56,7/18/2005,240.78,7/19/2005,1.7404,2005-01-05,4.5470,,,,
,,,1/4/2005,2426.86,7/15/2005,240.61,7/18/2005,1.7487,2005-01-04,4.5300,,,,
,,,12/31/2004,2410.75,7/14/2005,238.88,7/15/2005,1.752,2004-12-31,4.5370,,,,
,,,12/30/2004,2412.3,7/13/2005,240.32,7/14/2005,1.7566,2004-12-30,4.5790,,,,
,,,12/29/2004,2410.55,7/12/2005,240.13,7/13/2005,1.7647,2004-12-29,4.5790,,,,
,,,12/24/2004,2400,7/11/2005,242.28,7/12/2005,1.778,2004-12-24,4.4580,,,,
,,,12/23/2004,2395.99,7/8/2005,243.43,7/11/2005,1.7579,2004-12-23,4.4550,,,,
,,,12/22/2004,2389.96,7/7/2005,243.3,7/8/2005,1.7382,2004-12-22,4.4660,,,,
,,,12/21/2004,2369.64,7/6/2005,241.58,7/7/2005,1.7448,2004-12-21,4.4880,,,,
,,,12/20/2004,2367.68,7/5/2005,241.16,7/6/2005,1.7541,2004-12-20,4.4690,,,,
,,,12/17/2004,2352.37,7/4/2005,243.18,7/5/2005,1.7566,2004-12-17,4.4920,,,,
,,,12/16/2004,2369.53,7/1/2005,241.8,7/4/2005,1.7597,2004-12-16,4.4710,,,,
,,,12/15/2004,2364.88,6/30/2005,243.09,7/1/2005,1.7675,2004-12-15,4.4580,,,,
,,,12/14/2004,2360.51,6/29/2005,242.04,6/30/2005,1.7915,2004-12-14,4.5090,,,,
,,,12/13/2004,2366.94,6/28/2005,240.02,6/29/2005,1.8065,2004-12-13,4.5100,,,,
,,,12/10/2004,2346.46,6/27/2005,240.5,6/28/2005,1.8146,2004-12-10,4.5240,,,,
,,,12/9/2004,2342.33,6/24/2005,241.13,6/27/2005,1.8287,2004-12-09,4.5300,,,,
,,,12/8/2004,2349.62,6/23/2005,243.09,6/24/2005,1.8245,2004-12-08,4.5520,,,,
,,,12/7/2004,2360.17,6/22/2005,240.49,6/23/2005,1.8154,2004-12-07,4.5760,,,,
,,,12/6/2004,2356.34,6/21/2005,239.67,6/22/2005,1.8219,2004-12-06,4.6010,,,,
,,,12/3/2004,2367.83,6/20/2005,240.06,6/21/2005,1.8296,2004-12-03,4.6450,,,,
,,,12/2/2004,2367.29,6/17/2005,239.05,6/20/2005,1.8242,2004-12-02,4.6810,,,,
,,,12/1/2004,2359.47,6/16/2005,239.05,6/17/2005,1.8309,2004-12-01,4.6260,,,,
,,,11/30/2004,2345.21,6/15/2005,235.21,6/16/2005,1.8225,2004-11-30,4.5960,,,,
,,,11/29/2004,2365.33,6/14/2005,236.35,6/15/2005,1.8227,2004-11-29,4.5980,,,,
,,,11/26/2004,2362.13,6/13/2005,237.38,6/14/2005,1.806,2004-11-26,4.5760,,,,
,,,11/25/2004,2367.12,6/10/2005,235.6,6/13/2005,1.8068,2004-11-25,4.5760,,,,
,,,11/24/2004,2352.34,6/9/2005,232.74,6/10/2005,1.8126,2004-11-24,4.6140,,,,
,,,11/23/2004,2361.22,6/8/2005,232.16,6/9/2005,1.8205,2004-11-23,4.6190,,,,
,,,11/22/2004,2355.77,6/7/2005,231.45,6/8/2005,1.8232,2004-11-22,4.6400,,,,
,,,11/19/2004,2370.35,6/6/2005,233.47,6/7/2005,1.8352,2004-11-19,4.6820,,,,
,,,11/18/2004,2389.01,6/3/2005,232.7,6/6/2005,1.8244,2004-11-18,4.7060,,,,
,,,11/17/2004,2384.66,6/2/2005,232.44,6/3/2005,1.8154,2004-11-17,4.6560,,,,
,,,11/16/2004,2371.89,6/1/2005,229.58,6/2/2005,1.8153,2004-11-16,4.6230,,,,
,,,11/15/2004,2387.24,5/31/2005,229.62,6/1/2005,1.8094,2004-11-15,4.6380,,,,
,,,11/12/2004,2382.83,5/30/2005,229.57,5/31/2005,1.8171,2004-11-12,4.6540,,,,
,,,11/11/2004,2373.04,5/27/2005,230.47,5/30/2005,1.8236,2004-11-11,4.6940,,,,
,,,11/10/2004,2353.31,5/26/2005,229.57,5/27/2005,1.8243,2004-11-10,4.7490,,,,
,,,11/9/2004,2344.98,5/25/2005,229.06,5/26/2005,1.82,2004-11-09,4.7550,,,,
,,,11/8/2004,2344.63,5/24/2005,228.93,5/25/2005,1.8316,2004-11-08,4.7830,,,,
,,,11/5/2004,2356.19,5/23/2005,228.13,5/24/2005,1.8274,2004-11-05,4.7970,,,,
,,,11/4/2004,2348.46,5/20/2005,228.59,5/23/2005,1.8304,2004-11-04,4.7400,,,,
,,,11/3/2004,2343.47,5/19/2005,228.88,5/20/2005,1.8271,2004-11-03,4.7910,,,,
,,,11/2/2004,2330.43,5/18/2005,229.17,5/19/2005,1.8376,2004-11-02,4.8090,,,,
,,,11/1/2004,2320.19,5/17/2005,228.36,5/18/2005,1.8403,2004-11-01,4.7420,,,,
,,,10/29/2004,2297.66,5/16/2005,228.24,5/17/2005,1.8337,2004-10-29,4.7380,,,,
,,,10/28/2004,2305.55,5/13/2005,227.17,5/16/2005,1.8385,2004-10-28,4.7480,,,,
,,,10/27/2004,2299.89,5/12/2005,226.45,5/13/2005,1.8506,2004-10-27,4.7140,,,,
,,,10/26/2004,2278.21,5/11/2005,228.32,5/12/2005,1.8653,2004-10-26,4.6910,,,,
,,,10/25/2004,2268.63,5/10/2005,226.59,5/11/2005,1.8729,2004-10-25,4.6800,,,,
,,,10/22/2004,2292.16,5/9/2005,226.17,5/10/2005,1.8827,2004-10-22,4.7000,,,,
,,,10/21/2004,2291.74,5/6/2005,225.43,5/9/2005,1.884,2004-10-21,4.7030,,,,
,,,10/20/2004,2289.99,5/5/2005,225.72,5/6/2005,1.8903,2004-10-20,4.6910,,,,
,,,10/19/2004,2308.58,5/4/2005,225.91,5/5/2005,1.9068,2004-10-19,4.7520,,,,
,,,10/18/2004,2294.71,5/3/2005,226.1,5/4/2005,1.9025,2004-10-18,4.7220,,,,
,,,10/15/2004,2294.18,5/2/2005,226.85,5/3/2005,1.8925,2004-10-15,4.7370,,,,
,,,10/14/2004,2296,4/29/2005,227.57,5/2/2005,1.895,2004-10-14,4.7300,,,,
,,,10/13/2004,2299.33,4/28/2005,226.36,4/29/2005,1.9088,2004-10-13,4.7530,,,,
,,,10/12/2004,2306.83,4/27/2005,226.87,4/28/2005,1.9059,2004-10-12,4.7470,,,,
,,,10/11/2004,2325.61,4/26/2005,229.34,4/27/2005,1.9058,2004-10-11,4.8000,,,,
,,,10/8/2004,2331.53,4/25/2005,227.46,4/26/2005,1.9059,2004-10-08,4.7900,,,,
,,,10/7/2004,2331.63,4/22/2005,227.02,4/25/2005,1.9111,2004-10-07,4.8600,,,,
,,,10/6/2004,2333.88,4/21/2005,226.65,4/22/2005,1.9145,2004-10-06,4.8370,,,,
,,,10/5/2004,2334.84,4/20/2005,226.44,4/21/2005,1.9085,2004-10-05,4.8410,,,,
,,,10/4/2004,2324.52,4/19/2005,226.24,4/20/2005,1.9194,2004-10-04,4.8900,,,,
,,,10/1/2004,2311.63,4/18/2005,224.48,4/19/2005,1.9183,2004-10-01,4.8630,,,,
,,,9/30/2004,2271.67,4/15/2005,224.49,4/18/2005,1.9038,2004-09-30,4.8330,,,,
,,,9/29/2004,2278.38,4/14/2005,225.38,4/15/2005,1.8927,2004-09-29,4.8280,,,,
,,,9/28/2004,2268.14,4/13/2005,226.4,4/14/2005,1.8815,2004-09-28,4.8100,,,,
,,,9/27/2004,2257.01,4/12/2005,226.31,4/13/2005,1.8944,2004-09-27,4.7960,,,,
,,,9/24/2004,2272.41,4/11/2005,226.4,4/12/2005,1.8922,2004-09-24,4.8310,,,,
,,,9/23/2004,2267.53,4/8/2005,226.51,4/11/2005,1.8909,2004-09-23,4.8100,,,,
,,,9/22/2004,2281.05,4/7/2005,227.79,4/8/2005,1.8856,2004-09-22,4.8310,,,,
,,,9/21/2004,2288.06,4/6/2005,226.87,4/7/2005,1.8697,2004-09-21,4.8850,,,,
,,,9/20/2004,2276.2,4/5/2005,226.1,4/6/2005,1.8808,2004-09-20,4.8950,,,,
,,,9/17/2004,2281.88,4/4/2005,226.26,4/5/2005,1.8813,2004-09-17,4.9150,,,,
,,,9/16/2004,2265.6,4/1/2005,226.46,4/4/2005,1.8755,2004-09-16,4.9330,,,,
,,,9/15/2004,2261.69,3/31/2005,226.58,4/1/2005,1.8823,2004-09-15,4.9160,,,,
,,,9/14/2004,2260.62,3/30/2005,226.92,3/31/2005,1.8905,2004-09-14,4.9100,,,,
,,,9/13/2004,2266.96,3/29/2005,227.37,3/30/2005,1.8784,2004-09-13,4.9260,,,,
,,,9/10/2004,2259.86,3/28/2005,228.32,3/29/2005,1.874,2004-09-10,4.9080,,,,
,,,9/9/2004,2255.48,3/25/2005,227.1,3/28/2005,1.8667,2004-09-09,4.9280,,,,
,,,9/8/2004,2264.27,3/24/2005,227.37,3/25/2005,1.871,2004-09-08,4.9700,,,,
,,,9/7/2004,2266.2,3/23/2005,227.58,3/24/2005,1.869,2004-09-07,4.9850,,,,
,,,9/6/2004,2264.08,3/22/2005,226.45,3/23/2005,1.869,2004-09-06,4.9780,,,,
,,,9/3/2004,2256.21,3/21/2005,227.31,3/22/2005,1.8861,2004-09-03,5.0270,,,,
,,,9/2/2004,2241.55,3/18/2005,228.6,3/21/2005,1.8966,2004-09-02,4.9690,,,,
,,,9/1/2004,2233.13,3/17/2005,227.92,3/18/2005,1.922,2004-09-01,4.9350,,,,
,,,8/31/2004,2214.19,3/16/2005,230.06,3/17/2005,1.9252,2004-08-31,4.9230,,,,
,,,8/27/2004,2226.78,3/15/2005,230.41,3/16/2005,1.9263,2004-08-27,4.9590,,,,
,,,8/26/2004,2211.06,3/14/2005,230.43,3/15/2005,1.9131,2004-08-26,4.9530,,,,
,,,8/25/2004,2191.49,3/11/2005,230.96,3/14/2005,1.9137,2004-08-25,4.9650,,,,
,,,8/24/2004,2189.65,3/10/2005,229.96,3/11/2005,1.9265,2004-08-24,5.0080,,,,
,,,8/23/2004,2187.7,3/9/2005,228.84,3/10/2005,1.9226,2004-08-23,5.0180,,,,
,,,8/20/2004,2169.76,3/8/2005,228.37,3/9/2005,1.9254,2004-08-20,4.9350,,,,
,,,8/19/2004,2166.93,3/7/2005,227.12,3/8/2005,1.9292,2004-08-19,4.9550,,,,
,,,8/18/2004,2161.64,3/4/2005,225.88,3/7/2005,1.9145,2004-08-18,4.9560,,,,
,,,8/17/2004,2162.74,3/3/2005,225.32,3/4/2005,1.9227,2004-08-17,4.9660,,,,
,,,8/16/2004,2157.79,3/2/2005,226.21,3/3/2005,1.9068,2004-08-16,4.9790,,,,
,,,8/13/2004,2136.53,3/1/2005,225.16,3/2/2005,1.9139,2004-08-13,4.9340,,,,
,,,8/12/2004,2148.2,2/28/2005,226.78,3/1/2005,1.9213,2004-08-12,4.9470,,,,
,,,8/11/2004,2141.14,2/25/2005,226.76,2/28/2005,1.9211,2004-08-11,4.9850,,,,
,,,8/10/2004,2158.02,2/24/2005,227.15,2/25/2005,1.9194,2004-08-10,4.9440,,,,
,,,8/9/2004,2140.91,2/23/2005,227.68,2/24/2005,1.9096,2004-08-09,4.9630,,,,
,,,8/6/2004,2153.47,2/22/2005,227.98,2/23/2005,1.9086,2004-08-06,4.9260,,,,
,,,8/5/2004,2188.68,2/21/2005,225.28,2/22/2005,1.9118,2004-08-05,4.9980,,,,
,,,8/4/2004,2186.24,2/18/2005,225.87,2/21/2005,1.8974,2004-08-04,5.0810,,,,
,,,8/3/2004,2199.17,2/17/2005,225.38,2/18/2005,1.8943,2004-08-03,5.0930,,,,
,,,8/2/2004,2192.98,2/16/2005,225.53,2/17/2005,1.8953,2004-08-02,5.0920,,,,
,,,7/30/2004,2192.22,2/15/2005,224.41,2/16/2005,1.8854,2004-07-30,5.0960,,,,
,,,7/29/2004,2194.1,2/14/2005,225.71,2/15/2005,1.8972,2004-07-29,5.1750,,,,
,,,7/28/2004,2165.64,2/11/2005,225.25,2/14/2005,1.8867,2004-07-28,5.1810,,,,
,,,7/27/2004,2152.01,2/10/2005,223.59,2/11/2005,1.8686,2004-07-27,5.1690,,,,
,,,7/26/2004,2135.4,2/9/2005,222.43,2/10/2005,1.8687,2004-07-26,5.1500,,,,
,,,7/23/2004,2155.13,2/8/2005,222.51,2/9/2005,1.8583,2004-07-23,5.1240,,,,
,,,7/22/2004,2147.17,2/7/2005,222.56,2/8/2005,1.8548,2004-07-22,5.1100,,,,
,,,7/21/2004,2180.86,2/4/2005,221.08,2/7/2005,1.8575,2004-07-21,5.1300,,,,
,,,7/20/2004,2163.53,2/3/2005,221.67,2/4/2005,1.8758,2004-07-20,5.0400,,,,
,,,7/19/2004,2157.19,2/2/2005,223.74,2/3/2005,1.8822,2004-07-19,5.0330,,,,
,,,7/16/2004,2165.42,2/1/2005,223.53,2/2/2005,1.8859,2004-07-16,5.0280,,,,
,,,7/15/2004,2164.42,1/31/2005,224.39,2/1/2005,1.884,2004-07-15,5.0990,,,,
,,,7/14/2004,2178.93,1/28/2005,226.15,1/31/2005,1.8829,2004-07-14,5.0900,,,,
,,,7/13/2004,2174.95,1/27/2005,225.55,1/28/2005,1.8881,2004-07-13,5.1080,,,,
,,,7/12/2004,2174.86,1/26/2005,226.76,1/27/2005,1.8896,2004-07-12,5.0420,,,,
,,,7/9/2004,2188.82,1/25/2005,226.48,1/26/2005,1.8822,2004-07-09,5.0530,,,,
,,,7/8/2004,2183.69,1/24/2005,227.23,1/25/2005,1.8642,2004-07-08,5.0360,,,,
,,,7/7/2004,2176.04,1/21/2005,227.61,1/24/2005,1.8808,2004-07-07,5.0380,,,,
,,,7/6/2004,2182.17,1/20/2005,225.63,1/21/2005,1.8771,2004-07-06,5.0580,,,,
,,,7/5/2004,2198.68,1/19/2005,226.15,1/20/2005,1.872,2004-07-05,5.0550,,,,
,,,7/2/2004,2201.99,1/18/2005,226.65,1/19/2005,1.8711,2004-07-02,5.0440,,,,
,,,7/1/2004,2210.46,1/17/2005,227.01,1/18/2005,1.8665,2004-07-01,5.0940,,,,
,,,6/30/2004,2228.67,1/14/2005,226.22,1/17/2005,1.8596,2004-06-30,5.0990,,,,
,,,6/29/2004,2247.57,1/13/2005,225.87,1/14/2005,1.8705,2004-06-29,5.1680,,,,
,,,6/28/2004,2249.94,1/12/2005,225.37,1/13/2005,1.8825,2004-06-28,5.1700,,,,
,,,6/25/2004,2238.29,1/11/2005,224.51,1/12/2005,1.8909,2004-06-25,5.1290,,,,
,,,6/24/2004,2240.39,1/10/2005,223.77,1/11/2005,1.8782,2004-06-24,5.1030,,,,
,,,6/23/2004,2233.06,1/7/2005,223.95,1/10/2005,1.8753,2004-06-23,5.1610,,,,
,,,6/22/2004,2224.13,1/6/2005,224.71,1/7/2005,1.8712,2004-06-22,5.1820,,,,
,,,6/21/2004,2238.32,1/5/2005,226.54,1/6/2005,1.8754,2004-06-21,5.1670,,,,
,,,6/18/2004,2238.01,1/4/2005,227.12,1/5/2005,1.8829,2004-06-18,5.1770,,,,
,,,6/17/2004,2233.24,1/3/2005,225.56,1/4/2005,1.8825,2004-06-17,5.2290,,,,
,,,6/16/2004,2231.76,12/31/2004,228.59,1/3/2005,1.9044,2004-06-16,5.2020,,,,
,,,6/15/2004,2216.63,12/30/2004,227.47,12/31/2004,1.9182,2004-06-15,5.1530,,,,
,,,6/14/2004,2206,12/29/2004,227.52,12/30/2004,1.9255,2004-06-14,5.2450,,,,
,,,6/11/2004,2230.12,12/28/2004,230.15,12/29/2004,1.9184,2004-06-11,5.2330,,,,
,,,6/10/2004,2231.32,12/27/2004,229.79,12/28/2004,1.9281,2004-06-10,5.2130,,,,
,,,6/9/2004,2232.36,12/24/2004,230.13,12/27/2004,1.9337,2004-06-09,5.2440,,,,
,,,6/8/2004,2237.84,12/23/2004,229.9,12/24/2004,1.9235,2004-06-08,5.1890,,,,
,,,6/7/2004,2231.11,12/22/2004,229.39,12/23/2004,1.9236,2004-06-07,5.2080,,,,
,,,6/4/2004,2213.78,12/21/2004,229.04,12/22/2004,1.9169,2004-06-04,5.2220,,,,
,,,6/3/2004,2203.09,12/20/2004,227.56,12/21/2004,1.928,2004-06-03,5.2120,,,,
,,,6/2/2004,2198.21,12/17/2004,227.37,12/20/2004,1.9468,2004-06-02,5.2130,,,,
,,,6/1/2004,2196.97,12/16/2004,226.33,12/17/2004,1.9418,2004-06-01,5.2060,,,,
,,,5/28/2004,2201.81,12/15/2004,226.88,12/16/2004,1.9318,2004-05-28,5.1570,,,,
,,,5/27/2004,2210.17,12/14/2004,225.95,12/15/2004,1.9421,2004-05-27,5.0980,,,,
,,,5/26/2004,2203.69,12/13/2004,227.94,12/14/2004,1.9279,2004-05-26,5.1180,,,,
,,,5/25/2004,2192.6,12/10/2004,226.77,12/13/2004,1.9253,2004-05-25,5.1570,,,,
,,,5/24/2004,2198.34,12/9/2004,227.11,12/10/2004,1.9148,2004-05-24,5.1840,,,,
,,,5/21/2004,2198.81,12/8/2004,227.72,12/9/2004,1.9255,2004-05-21,5.1530,,,,
,,,5/20/2004,2196.72,12/7/2004,231.81,12/8/2004,1.9349,2004-05-20,5.1560,,,,
,,,5/19/2004,2217.22,12/6/2004,233.3,12/7/2004,1.9451,2004-05-19,5.1590,,,,
,,,5/18/2004,2188.74,12/3/2004,234.53,12/6/2004,1.9386,2004-05-18,5.0960,,,,
,,,5/17/2004,2180.85,12/2/2004,233.47,12/3/2004,1.9439,2004-05-17,5.0450,,,,
,,,5/14/2004,2203.32,12/1/2004,235.09,12/2/2004,1.9242,2004-05-14,5.0920,,,,
,,,5/13/2004,2209.93,11/30/2004,236.16,12/1/2004,1.9345,2004-05-13,5.1400,,,,
,,,5/12/2004,2191.04,11/29/2004,239.73,11/30/2004,1.9095,2004-05-12,5.1150,,,,
,,,5/11/2004,2210.13,11/26/2004,238.62,11/29/2004,1.8936,2004-05-11,5.0850,,,,
,,,5/10/2004,2182.48,11/25/2004,238.61,11/26/2004,1.8941,2004-05-10,5.1100,,,,
,,,5/7/2004,2235.33,11/24/2004,238.94,11/25/2004,1.893,2004-05-07,5.1130,,,,
,,,5/6/2004,2245.52,11/23/2004,239.22,11/24/2004,1.8814,2004-05-06,5.0290,,,,
,,,5/5/2004,2270.27,11/22/2004,241.33,11/23/2004,1.8689,2004-05-05,4.9560,,,,
,,,5/4/2004,2262.04,11/19/2004,240.68,11/22/2004,1.8604,2004-05-04,4.9520,,,,
,,,4/30/2004,2237.34,11/18/2004,239.42,11/19/2004,1.8574,2004-04-30,4.9890,,,,
,,,4/29/2004,2252.07,11/17/2004,239.14,11/18/2004,1.8501,2004-04-29,5.0050,,,,
,,,4/28/2004,2257.46,11/16/2004,237.17,11/17/2004,1.8594,2004-04-28,5.0090,,,,
,,,4/27/2004,2281.44,11/15/2004,236.45,11/16/2004,1.8529,2004-04-27,4.9940,,,,
,,,4/26/2004,2280.32,11/12/2004,235.87,11/15/2004,1.8471,2004-04-26,4.9930,,,,
,,,4/23/2004,2279.21,11/11/2004,236.15,11/12/2004,1.8564,2004-04-23,4.9660,,,,
,,,4/22/2004,2277.03,11/10/2004,235.39,11/11/2004,1.8415,2004-04-22,4.9600,,,,
,,,4/21/2004,2262.72,11/9/2004,234.25,11/10/2004,1.8461,2004-04-21,4.9820,,,,
,,,4/20/2004,2277.49,11/8/2004,232.66,11/9/2004,1.8576,2004-04-20,4.9750,,,,
,,,4/19/2004,2264.9,11/5/2004,233.71,11/8/2004,1.8566,2004-04-19,4.9510,,,,
,,,4/16/2004,2259.9,11/4/2004,232.91,11/5/2004,1.8552,2004-04-16,4.9240,,,,
,,,4/15/2004,2247.21,11/3/2004,230.82,11/4/2004,1.8444,2004-04-15,4.9610,,,,
,,,4/14/2004,2238.83,11/2/2004,228.98,11/3/2004,1.8493,2004-04-14,4.9880,,,,
,,,4/13/2004,2256.03,11/1/2004,233.1,11/2/2004,1.8411,2004-04-13,4.9710,,,,
,,,4/8/2004,2244.7,10/29/2004,233.26,11/1/2004,1.8342,2004-04-08,4.8840,,,,
,,,4/7/2004,2234.92,10/28/2004,231.91,10/29/2004,1.8373,2004-04-07,4.8820,,,,
,,,4/6/2004,2235.85,10/27/2004,232.07,10/28/2004,1.8299,2004-04-06,4.9130,,,,
,,,4/5/2004,2239.87,10/26/2004,232.65,10/27/2004,1.8281,2004-04-05,4.9250,,,,
,,,4/2/2004,2233.98,10/25/2004,232.7,10/26/2004,1.8347,2004-04-02,4.8870,,,,
,,,4/1/2004,2209.08,10/22/2004,232.07,10/25/2004,1.8412,2004-04-01,4.7670,,,,
,,,3/31/2004,2196.97,10/21/2004,231.87,10/22/2004,1.8281,2004-03-31,4.7510,,,,
,,,3/30/2004,2207.93,10/20/2004,233.27,10/21/2004,1.8275,2004-03-30,4.7840,,,,
,,,3/29/2004,2204.78,10/19/2004,232.77,10/20/2004,1.8182,2004-03-29,4.7840,,,,
,,,3/26/2004,2182.61,10/18/2004,231.48,10/19/2004,1.8037,2004-03-26,4.6750,,,,
,,,3/25/2004,2189.73,10/15/2004,232.13,10/18/2004,1.7982,2004-03-25,4.6600,,,,
,,,3/24/2004,2159.56,10/14/2004,232.48,10/15/2004,1.8042,2004-03-24,4.6580,,,,
,,,3/23/2004,2162.67,10/13/2004,232,10/14/2004,1.7969,2004-03-23,4.6710,,,,
,,,3/22/2004,2168.95,10/12/2004,231.74,10/13/2004,1.7942,2004-03-22,4.6680,,,,
,,,3/19/2004,2209.84,10/11/2004,234.67,10/12/2004,1.7919,2004-03-19,4.6860,,,,
,,,3/18/2004,2199.08,10/8/2004,235.53,10/11/2004,1.7985,2004-03-18,4.6670,,,,
,,,3/17/2004,2224.28,10/7/2004,234.36,10/8/2004,1.795,2004-03-17,4.6690,,,,
,,,3/16/2004,2210.06,10/6/2004,234.83,10/7/2004,1.7822,2004-03-16,4.6760,,,,
,,,3/15/2004,2204.54,10/5/2004,234.94,10/6/2004,1.7795,2004-03-15,4.6270,,,,
,,,3/12/2004,2231.28,10/4/2004,232.08,10/5/2004,1.7824,2004-03-12,4.6400,,,,
,,,3/11/2004,2218.3,10/1/2004,233.25,10/4/2004,1.7841,2004-03-11,4.6460,,,,
,,,3/10/2004,2267.01,9/30/2004,230.82,10/1/2004,1.7984,2004-03-10,4.6520,,,,
,,,3/9/2004,2268.8,9/29/2004,229.51,9/30/2004,1.812,2004-03-09,4.6370,,,,
,,,3/8/2004,2275.51,9/28/2004,227.37,9/29/2004,1.7993,2004-03-08,4.6680,,,,
,,,3/5/2004,2271.05,9/27/2004,225.86,9/28/2004,1.8131,2004-03-05,4.7350,,,,
,,,3/4/2004,2274.98,9/24/2004,225.86,9/27/2004,1.8092,2004-03-04,4.8420,,,,
,,,3/3/2004,2259.79,9/23/2004,228.33,9/24/2004,1.8058,2004-03-03,4.8760,,,,
,,,3/2/2004,2267.85,9/22/2004,227.14,9/23/2004,1.7963,2004-03-02,4.7890,,,,
,,,3/1/2004,2264.78,9/21/2004,227.79,9/22/2004,1.7934,2004-03-01,4.7930,,,,
,,,2/27/2004,2243.41,9/20/2004,226.79,9/21/2004,1.7966,2004-02-27,4.7640,,,,
,,,2/26/2004,2252.33,9/17/2004,226.21,9/20/2004,1.7861,2004-02-26,4.7990,,,,
,,,2/25/2004,2248.13,9/16/2004,225.6,9/17/2004,1.7932,2004-02-25,4.7850,,,,
,,,2/24/2004,2244.09,9/15/2004,228,9/16/2004,1.7931,2004-02-24,4.7960,,,,
,,,2/23/2004,2258.06,9/14/2004,225.51,9/15/2004,1.777,2004-02-23,4.8670,,,,
,,,2/20/2004,2254.39,9/13/2004,224.82,9/14/2004,1.7978,2004-02-20,4.8440,,,,
,,,2/19/2004,2253.94,9/10/2004,224.17,9/13/2004,1.7968,2004-02-19,4.8460,,,,
,,,2/18/2004,2222.4,9/9/2004,223.39,9/10/2004,1.7966,2004-02-18,4.7970,,,,
,,,2/17/2004,2228.42,9/8/2004,223.76,9/9/2004,1.786,2004-02-17,4.7560,,,,
,,,2/16/2004,2204.24,9/7/2004,224.32,9/8/2004,1.7861,2004-02-16,4.7700,,,,
,,,2/13/2004,2205.36,9/6/2004,226.16,9/7/2004,1.7732,2004-02-13,4.7600,,,,
,,,2/12/2004,2189.63,9/3/2004,225.74,9/6/2004,1.78,2004-02-12,4.7740,,,,
,,,2/11/2004,2195.08,9/2/2004,226.95,9/3/2004,1.7766,2004-02-11,4.7670,,,,
